date,href,title
2017-12-25,/art/2017/12/25/art_1389524_14564062.html,浙皖开展家政服务劳务对接活动
2017-12-25,/art/2017/12/25/art_1389524_14564058.html,全省宣传贯彻《浙江省工伤保险条例》视频会在杭州召开
2017-12-25,/art/2017/12/25/art_1389524_14564055.html,2017年省直单位年度考核优秀年轻公务员能力提升培训班结业式在杭州举行
2017-12-22,/art/2017/12/22/art_1389524_14505844.html,武义县强化纪检监督，助推社保服务效能新提升
2017-12-22,/art/2017/12/22/art_1389524_14505842.html,金华市打造“IAM”模式助推农村电商发展
2017-12-21,/art/2017/12/21/art_1389524_14502389.html,省厅召开全面推进“最多跑一次”改革第65次专题会议
2017-12-21,/art/2017/12/21/art_1389524_14502058.html,2017年度省部属单位军队转业干部培训班在杭州举行
2017-12-20,/art/2017/12/20/art_1389524_14504941.html,温州市人力社保局多措并举全力推动该市劳动人事争议仲裁与诉讼的有效对接
2017-12-20,/art/2017/12/20/art_1389524_14504493.html,桐庐县全力打造长期护理保险省级试点“桐庐样本”
2017-12-20,/art/2017/12/20/art_1389524_14503396.html,上虞区人力社保局以“三个抓”推进机关“大党建”
2017-12-20,/art/2017/12/20/art_1389524_14502910.html,立足自身优环境 接轨上海谋发展 面向全球聚英才——嘉兴人才工作迈入快车道
2017-12-19,/art/2017/12/19/art_1389524_14424673.html,2018年浙江省各级机关单位考试录用公务员报名确认结束　缴费人数为27.70万人
2017-12-18,/art/2017/12/18/art_1389524_14372549.html,我省出台劳动人事争议仲裁终局裁决适用规定
2017-12-14,/art/2017/12/14/art_1389524_14233112.html,养老保险中心举办在杭中央属机关事业单位养老保险参保登记培训班
2017-12-14,/art/2017/12/14/art_1389524_14233093.html,全省劳动人事争议裁审衔接暨疑难案件研讨会在杭州召开
2017-12-13,/art/2017/12/13/art_1389524_14233086.html,我省劳动人事争议裁审衔接工作先进经验获人社部肯定
2017-12-06,/art/2017/12/6/art_1389524_14233124.html,绍兴深入推进“最多跑一次”改革取得新突破 实现人社业务“全市通办”
2017-12-05,/art/2017/12/5/art_1389524_14233078.html,浙江省属企业上海金融人才专场招聘会在上海成功举行
2018-01-09,/art/2018/1/9/art_1389524_15020039.html,嘉兴市在全省率先出台长期护理保险失能等级评定标准
2018-01-09,/art/2018/1/9/art_1389524_15020000.html,舟山市出台高校毕业生就业创业新政七条
2018-01-04,/art/2018/1/4/art_1389524_14812646.html,新增7名国家“千人计划”青年项目人才 西湖区高层次人才集聚迈入快车道
2018-01-04,/art/2018/1/4/art_1389524_14808204.html,萧山区人力社保局“最多跑一次”再发力 惠民生顺民意贴民心
2018-01-03,/art/2018/1/3/art_1389524_14775571.html,高一截 长一头 胜一筹 象山县人力社保局全面锻造新时代人社干部队伍
2018-01-03,/art/2018/1/3/art_1389524_14775523.html,《丽水市全民医疗保险办法》顺利实施
2018-01-02,/art/2018/1/2/art_1389524_14753219.html,台州市创新海外借才引智模式推动制造业转型升级
2018-01-02,/art/2018/1/2/art_1389524_14752866.html,共识凝聚力量，思路指明方向——吴兴区人力社保局谋好2018人才工作新篇章
2017-12-29,/art/2017/12/29/art_1389524_14738996.html,省级结对帮扶青田团组成员单位赴青田开展扶贫工作调研
2017-12-28,/art/2017/12/28/art_1389524_14704127.html,我省22起重大劳动保障违法行为公布
2017-12-25,/art/2017/12/25/art_1389524_14576270.html,全省“最美公务员”先进事迹报告会在杭州举行
2017-12-25,/art/2017/12/25/art_1389524_14576267.html,我省出台完善省属事业单位绩效工资政策若干意见
2017-12-25,/art/2017/12/25/art_1389524_14564062.html,浙皖开展家政服务劳务对接活动
2017-12-25,/art/2017/12/25/art_1389524_14564058.html,全省宣传贯彻《浙江省工伤保险条例》视频会在杭州召开
2017-12-25,/art/2017/12/25/art_1389524_14564055.html,2017年省直单位年度考核优秀年轻公务员能力提升培训班结业式在杭州举行
2017-12-22,/art/2017/12/22/art_1389524_14505844.html,武义县强化纪检监督，助推社保服务效能新提升
2017-12-22,/art/2017/12/22/art_1389524_14505842.html,金华市打造“IAM”模式助推农村电商发展
2017-12-21,/art/2017/12/21/art_1389524_14502389.html,省厅召开全面推进“最多跑一次”改革第65次专题会议
2017-12-21,/art/2017/12/21/art_1389524_14502058.html,2017年度省部属单位军队转业干部培训班在杭州举行
2017-12-20,/art/2017/12/20/art_1389524_14504941.html,温州市人力社保局多措并举全力推动该市劳动人事争议仲裁与诉讼的有效对接
2017-12-20,/art/2017/12/20/art_1389524_14504493.html,桐庐县全力打造长期护理保险省级试点“桐庐样本”
2017-12-20,/art/2017/12/20/art_1389524_14503396.html,上虞区人力社保局以“三个抓”推进机关“大党建”
2017-12-20,/art/2017/12/20/art_1389524_14502910.html,立足自身优环境 接轨上海谋发展 面向全球聚英才——嘉兴人才工作迈入快车道
2017-12-19,/art/2017/12/19/art_1389524_14424673.html,2018年浙江省各级机关单位考试录用公务员报名确认结束　缴费人数为27.70万人
2017-12-18,/art/2017/12/18/art_1389524_14372549.html,我省出台劳动人事争议仲裁终局裁决适用规定
2017-12-14,/art/2017/12/14/art_1389524_14233112.html,养老保险中心举办在杭中央属机关事业单位养老保险参保登记培训班
2017-12-14,/art/2017/12/14/art_1389524_14233093.html,全省劳动人事争议裁审衔接暨疑难案件研讨会在杭州召开
2017-12-13,/art/2017/12/13/art_1389524_14233086.html,我省劳动人事争议裁审衔接工作先进经验获人社部肯定
2017-12-06,/art/2017/12/6/art_1389524_14233124.html,绍兴深入推进“最多跑一次”改革取得新突破 实现人社业务“全市通办”
2017-12-05,/art/2017/12/5/art_1389524_14233078.html,浙江省属企业上海金融人才专场招聘会在上海成功举行
date,href,title
2018-01-09,/art/2018/1/9/art_1389524_15020039.html,嘉兴市在全省率先出台长期护理保险失能等级评定标准
2018-01-09,/art/2018/1/9/art_1389524_15020000.html,舟山市出台高校毕业生就业创业新政七条
2018-01-04,/art/2018/1/4/art_1389524_14812646.html,新增7名国家“千人计划”青年项目人才 西湖区高层次人才集聚迈入快车道
2018-01-04,/art/2018/1/4/art_1389524_14808204.html,萧山区人力社保局“最多跑一次”再发力 惠民生顺民意贴民心
2018-01-03,/art/2018/1/3/art_1389524_14775571.html,高一截 长一头 胜一筹 象山县人力社保局全面锻造新时代人社干部队伍
2018-01-03,/art/2018/1/3/art_1389524_14775523.html,《丽水市全民医疗保险办法》顺利实施
2018-01-02,/art/2018/1/2/art_1389524_14753219.html,台州市创新海外借才引智模式推动制造业转型升级
2018-01-02,/art/2018/1/2/art_1389524_14752866.html,共识凝聚力量，思路指明方向——吴兴区人力社保局谋好2018人才工作新篇章
2017-12-29,/art/2017/12/29/art_1389524_14738996.html,省级结对帮扶青田团组成员单位赴青田开展扶贫工作调研
2017-12-28,/art/2017/12/28/art_1389524_14704127.html,我省22起重大劳动保障违法行为公布
2017-12-25,/art/2017/12/25/art_1389524_14576270.html,全省“最美公务员”先进事迹报告会在杭州举行
2017-12-25,/art/2017/12/25/art_1389524_14576267.html,我省出台完善省属事业单位绩效工资政策若干意见
2017-12-25,/art/2017/12/25/art_1389524_14564062.html,浙皖开展家政服务劳务对接活动
2017-12-25,/art/2017/12/25/art_1389524_14564058.html,全省宣传贯彻《浙江省工伤保险条例》视频会在杭州召开
2017-12-25,/art/2017/12/25/art_1389524_14564055.html,2017年省直单位年度考核优秀年轻公务员能力提升培训班结业式在杭州举行
2017-12-22,/art/2017/12/22/art_1389524_14505844.html,武义县强化纪检监督，助推社保服务效能新提升
2017-12-22,/art/2017/12/22/art_1389524_14505842.html,金华市打造“IAM”模式助推农村电商发展
2017-12-21,/art/2017/12/21/art_1389524_14502389.html,省厅召开全面推进“最多跑一次”改革第65次专题会议
2017-12-21,/art/2017/12/21/art_1389524_14502058.html,2017年度省部属单位军队转业干部培训班在杭州举行
2017-12-20,/art/2017/12/20/art_1389524_14504941.html,温州市人力社保局多措并举全力推动该市劳动人事争议仲裁与诉讼的有效对接
2017-12-20,/art/2017/12/20/art_1389524_14504493.html,桐庐县全力打造长期护理保险省级试点“桐庐样本”
2017-12-20,/art/2017/12/20/art_1389524_14503396.html,上虞区人力社保局以“三个抓”推进机关“大党建”
2017-12-20,/art/2017/12/20/art_1389524_14502910.html,立足自身优环境 接轨上海谋发展 面向全球聚英才——嘉兴人才工作迈入快车道
2017-12-19,/art/2017/12/19/art_1389524_14424673.html,2018年浙江省各级机关单位考试录用公务员报名确认结束　缴费人数为27.70万人
2017-12-18,/art/2017/12/18/art_1389524_14372549.html,我省出台劳动人事争议仲裁终局裁决适用规定
2017-12-14,/art/2017/12/14/art_1389524_14233112.html,养老保险中心举办在杭中央属机关事业单位养老保险参保登记培训班
2017-12-14,/art/2017/12/14/art_1389524_14233093.html,全省劳动人事争议裁审衔接暨疑难案件研讨会在杭州召开
2017-12-13,/art/2017/12/13/art_1389524_14233086.html,我省劳动人事争议裁审衔接工作先进经验获人社部肯定
2017-12-06,/art/2017/12/6/art_1389524_14233124.html,绍兴深入推进“最多跑一次”改革取得新突破 实现人社业务“全市通办”
2017-12-05,/art/2017/12/5/art_1389524_14233078.html,浙江省属企业上海金融人才专场招聘会在上海成功举行
2018-01-09,/art/2018/1/9/art_1389524_15020039.html,嘉兴市在全省率先出台长期护理保险失能等级评定标准
2018-01-09,/art/2018/1/9/art_1389524_15020000.html,舟山市出台高校毕业生就业创业新政七条
2018-01-04,/art/2018/1/4/art_1389524_14812646.html,新增7名国家“千人计划”青年项目人才 西湖区高层次人才集聚迈入快车道
2018-01-04,/art/2018/1/4/art_1389524_14808204.html,萧山区人力社保局“最多跑一次”再发力 惠民生顺民意贴民心
2018-01-03,/art/2018/1/3/art_1389524_14775571.html,高一截 长一头 胜一筹 象山县人力社保局全面锻造新时代人社干部队伍
2018-01-03,/art/2018/1/3/art_1389524_14775523.html,《丽水市全民医疗保险办法》顺利实施
2018-01-02,/art/2018/1/2/art_1389524_14753219.html,台州市创新海外借才引智模式推动制造业转型升级
2018-01-02,/art/2018/1/2/art_1389524_14752866.html,共识凝聚力量，思路指明方向——吴兴区人力社保局谋好2018人才工作新篇章
2017-12-29,/art/2017/12/29/art_1389524_14738996.html,省级结对帮扶青田团组成员单位赴青田开展扶贫工作调研
2017-12-28,/art/2017/12/28/art_1389524_14704127.html,我省22起重大劳动保障违法行为公布
2017-12-25,/art/2017/12/25/art_1389524_14576270.html,全省“最美公务员”先进事迹报告会在杭州举行
2017-12-25,/art/2017/12/25/art_1389524_14576267.html,我省出台完善省属事业单位绩效工资政策若干意见
2017-12-25,/art/2017/12/25/art_1389524_14564062.html,浙皖开展家政服务劳务对接活动
2017-12-25,/art/2017/12/25/art_1389524_14564058.html,全省宣传贯彻《浙江省工伤保险条例》视频会在杭州召开
2017-12-25,/art/2017/12/25/art_1389524_14564055.html,2017年省直单位年度考核优秀年轻公务员能力提升培训班结业式在杭州举行
2017-12-22,/art/2017/12/22/art_1389524_14505844.html,武义县强化纪检监督，助推社保服务效能新提升
2017-12-22,/art/2017/12/22/art_1389524_14505842.html,金华市打造“IAM”模式助推农村电商发展
2017-12-21,/art/2017/12/21/art_1389524_14502389.html,省厅召开全面推进“最多跑一次”改革第65次专题会议
2017-12-21,/art/2017/12/21/art_1389524_14502058.html,2017年度省部属单位军队转业干部培训班在杭州举行
2017-12-20,/art/2017/12/20/art_1389524_14504941.html,温州市人力社保局多措并举全力推动该市劳动人事争议仲裁与诉讼的有效对接
2017-12-20,/art/2017/12/20/art_1389524_14504493.html,桐庐县全力打造长期护理保险省级试点“桐庐样本”
2017-12-20,/art/2017/12/20/art_1389524_14503396.html,上虞区人力社保局以“三个抓”推进机关“大党建”
2017-12-20,/art/2017/12/20/art_1389524_14502910.html,立足自身优环境 接轨上海谋发展 面向全球聚英才——嘉兴人才工作迈入快车道
2017-12-19,/art/2017/12/19/art_1389524_14424673.html,2018年浙江省各级机关单位考试录用公务员报名确认结束　缴费人数为27.70万人
2017-12-18,/art/2017/12/18/art_1389524_14372549.html,我省出台劳动人事争议仲裁终局裁决适用规定
2017-12-14,/art/2017/12/14/art_1389524_14233112.html,养老保险中心举办在杭中央属机关事业单位养老保险参保登记培训班
2017-12-14,/art/2017/12/14/art_1389524_14233093.html,全省劳动人事争议裁审衔接暨疑难案件研讨会在杭州召开
2017-12-13,/art/2017/12/13/art_1389524_14233086.html,我省劳动人事争议裁审衔接工作先进经验获人社部肯定
2017-12-06,/art/2017/12/6/art_1389524_14233124.html,绍兴深入推进“最多跑一次”改革取得新突破 实现人社业务“全市通办”
2017-12-05,/art/2017/12/5/art_1389524_14233078.html,浙江省属企业上海金融人才专场招聘会在上海成功举行
2018-01-09,/art/2018/1/9/art_1389524_15020039.html,嘉兴市在全省率先出台长期护理保险失能等级评定标准
2018-01-09,/art/2018/1/9/art_1389524_15020000.html,舟山市出台高校毕业生就业创业新政七条
2018-01-04,/art/2018/1/4/art_1389524_14812646.html,新增7名国家“千人计划”青年项目人才 西湖区高层次人才集聚迈入快车道
2018-01-04,/art/2018/1/4/art_1389524_14808204.html,萧山区人力社保局“最多跑一次”再发力 惠民生顺民意贴民心
2018-01-03,/art/2018/1/3/art_1389524_14775571.html,高一截 长一头 胜一筹 象山县人力社保局全面锻造新时代人社干部队伍
2018-01-03,/art/2018/1/3/art_1389524_14775523.html,《丽水市全民医疗保险办法》顺利实施
2018-01-02,/art/2018/1/2/art_1389524_14753219.html,台州市创新海外借才引智模式推动制造业转型升级
2018-01-02,/art/2018/1/2/art_1389524_14752866.html,共识凝聚力量，思路指明方向——吴兴区人力社保局谋好2018人才工作新篇章
2017-12-29,/art/2017/12/29/art_1389524_14738996.html,省级结对帮扶青田团组成员单位赴青田开展扶贫工作调研
2017-12-28,/art/2017/12/28/art_1389524_14704127.html,我省22起重大劳动保障违法行为公布
2017-12-25,/art/2017/12/25/art_1389524_14576270.html,全省“最美公务员”先进事迹报告会在杭州举行
2017-12-25,/art/2017/12/25/art_1389524_14576267.html,我省出台完善省属事业单位绩效工资政策若干意见
2017-12-25,/art/2017/12/25/art_1389524_14564062.html,浙皖开展家政服务劳务对接活动
2017-12-25,/art/2017/12/25/art_1389524_14564058.html,全省宣传贯彻《浙江省工伤保险条例》视频会在杭州召开
2017-12-25,/art/2017/12/25/art_1389524_14564055.html,2017年省直单位年度考核优秀年轻公务员能力提升培训班结业式在杭州举行
2017-12-22,/art/2017/12/22/art_1389524_14505844.html,武义县强化纪检监督，助推社保服务效能新提升
2017-12-22,/art/2017/12/22/art_1389524_14505842.html,金华市打造“IAM”模式助推农村电商发展
2017-12-21,/art/2017/12/21/art_1389524_14502389.html,省厅召开全面推进“最多跑一次”改革第65次专题会议
2017-12-21,/art/2017/12/21/art_1389524_14502058.html,2017年度省部属单位军队转业干部培训班在杭州举行
2017-12-20,/art/2017/12/20/art_1389524_14504941.html,温州市人力社保局多措并举全力推动该市劳动人事争议仲裁与诉讼的有效对接
2017-12-20,/art/2017/12/20/art_1389524_14504493.html,桐庐县全力打造长期护理保险省级试点“桐庐样本”
2017-12-20,/art/2017/12/20/art_1389524_14503396.html,上虞区人力社保局以“三个抓”推进机关“大党建”
2017-12-20,/art/2017/12/20/art_1389524_14502910.html,立足自身优环境 接轨上海谋发展 面向全球聚英才——嘉兴人才工作迈入快车道
2017-12-19,/art/2017/12/19/art_1389524_14424673.html,2018年浙江省各级机关单位考试录用公务员报名确认结束　缴费人数为27.70万人
2017-12-18,/art/2017/12/18/art_1389524_14372549.html,我省出台劳动人事争议仲裁终局裁决适用规定
2017-12-14,/art/2017/12/14/art_1389524_14233112.html,养老保险中心举办在杭中央属机关事业单位养老保险参保登记培训班
2017-12-14,/art/2017/12/14/art_1389524_14233093.html,全省劳动人事争议裁审衔接暨疑难案件研讨会在杭州召开
2017-12-13,/art/2017/12/13/art_1389524_14233086.html,我省劳动人事争议裁审衔接工作先进经验获人社部肯定
2017-12-06,/art/2017/12/6/art_1389524_14233124.html,绍兴深入推进“最多跑一次”改革取得新突破 实现人社业务“全市通办”
2017-12-05,/art/2017/12/5/art_1389524_14233078.html,浙江省属企业上海金融人才专场招聘会在上海成功举行
2018-01-09,/art/2018/1/9/art_1389524_15020039.html,嘉兴市在全省率先出台长期护理保险失能等级评定标准
2018-01-09,/art/2018/1/9/art_1389524_15020000.html,舟山市出台高校毕业生就业创业新政七条
2018-01-04,/art/2018/1/4/art_1389524_14812646.html,新增7名国家“千人计划”青年项目人才 西湖区高层次人才集聚迈入快车道
2018-01-04,/art/2018/1/4/art_1389524_14808204.html,萧山区人力社保局“最多跑一次”再发力 惠民生顺民意贴民心
2018-01-03,/art/2018/1/3/art_1389524_14775571.html,高一截 长一头 胜一筹 象山县人力社保局全面锻造新时代人社干部队伍
2018-01-03,/art/2018/1/3/art_1389524_14775523.html,《丽水市全民医疗保险办法》顺利实施
2018-01-02,/art/2018/1/2/art_1389524_14753219.html,台州市创新海外借才引智模式推动制造业转型升级
2018-01-02,/art/2018/1/2/art_1389524_14752866.html,共识凝聚力量，思路指明方向——吴兴区人力社保局谋好2018人才工作新篇章
2017-12-29,/art/2017/12/29/art_1389524_14738996.html,省级结对帮扶青田团组成员单位赴青田开展扶贫工作调研
2017-12-28,/art/2017/12/28/art_1389524_14704127.html,我省22起重大劳动保障违法行为公布
2017-12-25,/art/2017/12/25/art_1389524_14576270.html,全省“最美公务员”先进事迹报告会在杭州举行
2017-12-25,/art/2017/12/25/art_1389524_14576267.html,我省出台完善省属事业单位绩效工资政策若干意见
2017-12-25,/art/2017/12/25/art_1389524_14564062.html,浙皖开展家政服务劳务对接活动
2017-12-25,/art/2017/12/25/art_1389524_14564058.html,全省宣传贯彻《浙江省工伤保险条例》视频会在杭州召开
2017-12-25,/art/2017/12/25/art_1389524_14564055.html,2017年省直单位年度考核优秀年轻公务员能力提升培训班结业式在杭州举行
2017-12-22,/art/2017/12/22/art_1389524_14505844.html,武义县强化纪检监督，助推社保服务效能新提升
2017-12-22,/art/2017/12/22/art_1389524_14505842.html,金华市打造“IAM”模式助推农村电商发展
2017-12-21,/art/2017/12/21/art_1389524_14502389.html,省厅召开全面推进“最多跑一次”改革第65次专题会议
2017-12-21,/art/2017/12/21/art_1389524_14502058.html,2017年度省部属单位军队转业干部培训班在杭州举行
2017-12-20,/art/2017/12/20/art_1389524_14504941.html,温州市人力社保局多措并举全力推动该市劳动人事争议仲裁与诉讼的有效对接
2017-12-20,/art/2017/12/20/art_1389524_14504493.html,桐庐县全力打造长期护理保险省级试点“桐庐样本”
2017-12-20,/art/2017/12/20/art_1389524_14503396.html,上虞区人力社保局以“三个抓”推进机关“大党建”
2017-12-20,/art/2017/12/20/art_1389524_14502910.html,立足自身优环境 接轨上海谋发展 面向全球聚英才——嘉兴人才工作迈入快车道
2017-12-19,/art/2017/12/19/art_1389524_14424673.html,2018年浙江省各级机关单位考试录用公务员报名确认结束　缴费人数为27.70万人
2017-12-18,/art/2017/12/18/art_1389524_14372549.html,我省出台劳动人事争议仲裁终局裁决适用规定
2017-12-14,/art/2017/12/14/art_1389524_14233112.html,养老保险中心举办在杭中央属机关事业单位养老保险参保登记培训班
2017-12-14,/art/2017/12/14/art_1389524_14233093.html,全省劳动人事争议裁审衔接暨疑难案件研讨会在杭州召开
2017-12-13,/art/2017/12/13/art_1389524_14233086.html,我省劳动人事争议裁审衔接工作先进经验获人社部肯定
2017-12-06,/art/2017/12/6/art_1389524_14233124.html,绍兴深入推进“最多跑一次”改革取得新突破 实现人社业务“全市通办”
2017-12-05,/art/2017/12/5/art_1389524_14233078.html,浙江省属企业上海金融人才专场招聘会在上海成功举行
2018-01-09,/art/2018/1/9/art_1389524_15020039.html,嘉兴市在全省率先出台长期护理保险失能等级评定标准
2018-01-09,/art/2018/1/9/art_1389524_15020000.html,舟山市出台高校毕业生就业创业新政七条
2018-01-04,/art/2018/1/4/art_1389524_14812646.html,新增7名国家“千人计划”青年项目人才 西湖区高层次人才集聚迈入快车道
2018-01-04,/art/2018/1/4/art_1389524_14808204.html,萧山区人力社保局“最多跑一次”再发力 惠民生顺民意贴民心
2018-01-03,/art/2018/1/3/art_1389524_14775571.html,高一截 长一头 胜一筹 象山县人力社保局全面锻造新时代人社干部队伍
2018-01-03,/art/2018/1/3/art_1389524_14775523.html,《丽水市全民医疗保险办法》顺利实施
2018-01-02,/art/2018/1/2/art_1389524_14753219.html,台州市创新海外借才引智模式推动制造业转型升级
2018-01-02,/art/2018/1/2/art_1389524_14752866.html,共识凝聚力量，思路指明方向——吴兴区人力社保局谋好2018人才工作新篇章
2017-12-29,/art/2017/12/29/art_1389524_14738996.html,省级结对帮扶青田团组成员单位赴青田开展扶贫工作调研
2017-12-28,/art/2017/12/28/art_1389524_14704127.html,我省22起重大劳动保障违法行为公布
2017-12-25,/art/2017/12/25/art_1389524_14576270.html,全省“最美公务员”先进事迹报告会在杭州举行
2017-12-25,/art/2017/12/25/art_1389524_14576267.html,我省出台完善省属事业单位绩效工资政策若干意见
2017-12-25,/art/2017/12/25/art_1389524_14564062.html,浙皖开展家政服务劳务对接活动
2017-12-25,/art/2017/12/25/art_1389524_14564058.html,全省宣传贯彻《浙江省工伤保险条例》视频会在杭州召开
2017-12-25,/art/2017/12/25/art_1389524_14564055.html,2017年省直单位年度考核优秀年轻公务员能力提升培训班结业式在杭州举行
2017-12-22,/art/2017/12/22/art_1389524_14505844.html,武义县强化纪检监督，助推社保服务效能新提升
2017-12-22,/art/2017/12/22/art_1389524_14505842.html,金华市打造“IAM”模式助推农村电商发展
2017-12-21,/art/2017/12/21/art_1389524_14502389.html,省厅召开全面推进“最多跑一次”改革第65次专题会议
2017-12-21,/art/2017/12/21/art_1389524_14502058.html,2017年度省部属单位军队转业干部培训班在杭州举行
2017-12-20,/art/2017/12/20/art_1389524_14504941.html,温州市人力社保局多措并举全力推动该市劳动人事争议仲裁与诉讼的有效对接
2017-12-20,/art/2017/12/20/art_1389524_14504493.html,桐庐县全力打造长期护理保险省级试点“桐庐样本”
2017-12-20,/art/2017/12/20/art_1389524_14503396.html,上虞区人力社保局以“三个抓”推进机关“大党建”
2017-12-20,/art/2017/12/20/art_1389524_14502910.html,立足自身优环境 接轨上海谋发展 面向全球聚英才——嘉兴人才工作迈入快车道
2017-12-19,/art/2017/12/19/art_1389524_14424673.html,2018年浙江省各级机关单位考试录用公务员报名确认结束　缴费人数为27.70万人
2017-12-18,/art/2017/12/18/art_1389524_14372549.html,我省出台劳动人事争议仲裁终局裁决适用规定
2017-12-14,/art/2017/12/14/art_1389524_14233112.html,养老保险中心举办在杭中央属机关事业单位养老保险参保登记培训班
2017-12-14,/art/2017/12/14/art_1389524_14233093.html,全省劳动人事争议裁审衔接暨疑难案件研讨会在杭州召开
2017-12-13,/art/2017/12/13/art_1389524_14233086.html,我省劳动人事争议裁审衔接工作先进经验获人社部肯定
2017-12-06,/art/2017/12/6/art_1389524_14233124.html,绍兴深入推进“最多跑一次”改革取得新突破 实现人社业务“全市通办”
